Date,Close,Rate,,FV,PV,,,Date,Close,FV,PV,,,,,,,,
30-Jan-17,8632.75,-0.098365399,,2.659303235,-1,,,12-01-2007,4052.45,1.817937297,-1,,,,,,,,
31-Jan-17,8561.3,-0.827662101,,2.681496969,-1,,,15-01-2007,4078.3999,1.806370189,-1,,,,,,,,
01-Feb-17,8716.4,1.811640755,,2.633782295,-1,,,16-01-2007,4080.5,1.80544051,-1,,,,,,,,
02-Feb-17,8734.25,0.20478638,,2.628399691,-1,,,17-01-2007,4076.45,1.807234236,-1,,,,,,,,
03-Feb-17,8740.95,0.076709506,,2.626385004,-1,,,18-01-2007,4109.0498,1.792896255,-1,,,,,,,,
06-Feb-17,8801.05,0.687568285,,2.608450128,-1,,,19-01-2007,4090.1499,1.80118093,-1,,,,,,,,
07-Feb-17,8768.3,-0.372114691,,2.618192808,-1,,,22-01-2007,4102.4502,1.795780483,-1,,,,,,,,
08-Feb-17,8769.05,0.008553539,,2.617968879,-1,,,23-01-2007,4066.1001,1.811834391,-1,,,,,,,,
09-Feb-17,8778.4,0.106625005,,2.615180443,-1,,,24-01-2007,4089.8999,1.801291029,-1,,,,,,,,
10-Feb-17,8793.55,0.172582703,,2.61067487,-1,,,25-01-2007,4147.7002,1.776189128,-1,,,,,,,,
13-Feb-17,8805.05,0.130777672,,2.607265149,-1,,,29-01-2007,4124.4502,1.78620171,-1,,,,,,,,
14-Feb-17,8792.3,-0.144803266,,2.611046029,-1,,,31-01-2007,4082.7,1.804467632,-1,,,,,,,,
15-Feb-17,8724.7,-0.768854566,,2.63127672,-1,,,01-02-2007,4137.2002,1.780697004,-1,,,,,,,,
16-Feb-17,8778,0.610909258,,2.615299613,-1,,,02-02-2007,4183.5,1.760989602,-1,,,,,,,,
17-Feb-17,8821.7,0.497835498,,2.602344219,-1,,,05-02-2007,4215.3501,1.747684018,-1,,,,,,,,
20-Feb-17,8879.2,0.651801807,,2.585491936,-1,,,06-02-2007,4195.8999,1.755785451,-1,,,,,,,,
21-Feb-17,8907.85,0.322664204,,2.577176311,-1,,,07-02-2007,4224.25,1.744001894,-1,,,,,,,,
22-Feb-17,8926.9,0.213856318,,2.571676618,-1,,,08-02-2007,4223.3999,1.744352932,-1,,,,,,,,
23-Feb-17,8939.5,0.141146423,,2.568051904,-1,,,09-02-2007,4187.3999,1.759349519,-1,,,,,,,,
27-Feb-17,8896.7,-0.478773981,,2.580406218,-1,,,12-02-2007,4058.3,1.815316758,-1,,,,,,,,
28-Feb-17,8879.6,-0.192206099,,2.585375467,-1,,,13-02-2007,4044.55,1.821488175,-1,,,,,,,,
01-Mar-17,8945.8,0.745529078,,2.566243377,-1,,,14-02-2007,4047.1001,1.820340446,-1,,,,,,,,
02-Mar-17,8899.75,-0.514766706,,2.579521897,-1,,,15-02-2007,4146.2002,1.776831712,-1,,,,,,,,
03-Mar-17,8897.55,-0.024719795,,2.580159707,-1,,,19-02-2007,4164.5498,1.769002738,-1,,,,,,,,
06-Mar-17,8963.45,0.740653326,,2.561190167,-1,,,20-02-2007,4106.9502,1.79381284,-1,,,,,,,,
07-Mar-17,8946.9,-0.184638727,,2.565927863,-1,,,21-02-2007,4096.2002,1.798520492,-1,,,,,,,,
08-Mar-17,8924.3,-0.25260146,,2.572425849,-1,,,22-02-2007,4040,1.823539604,-1,,,,,,,,
09-Mar-17,8927,0.030254474,,2.57164781,-1,,,23-02-2007,3938.95,1.870320771,-1,,,,,,,,
10-Mar-17,8934.55,0.084574885,,2.56947468,-1,,,26-02-2007,3942,1.868873668,-1,,,,,,,,
14-Mar-17,9087,1.706297463,,2.526367338,-1,,,27-02-2007,3893.8999,1.891959267,-1,,,,,,,,
15-Mar-17,9084.8,-0.02421041,,2.52697913,-1,,,28-02-2007,3745.3,1.967025338,-1,,,,,,,,
16-Mar-17,9153.7,0.758409651,,2.50795853,-1,,,01-03-2007,3811.2,1.933013224,-1,,,,,,,,
17-Mar-17,9160.05,0.069370856,,2.506219944,-1,,,02-03-2007,3726.75,1.976816261,-1,,,,,,,,
20-Mar-17,9126.85,-0.362443436,,2.515336617,-1,,,05-03-2007,3576.5,2.059862995,-1,,,,,,,,
21-Mar-17,9121.5,-0.058618253,,2.516811928,-1,,,06-03-2007,3655.6499,2.015264098,-1,,,,,,,,
22-Mar-17,9030.45,-0.998191087,,2.54218782,-1,,,07-03-2007,3626.8501,2.031266746,-1,,,,,,,,
23-Mar-17,9086.3,0.618463089,,2.526561967,-1,,,08-03-2007,3761.6499,1.958475721,-1,,,,,,,,
24-Mar-17,9108,0.238821082,,2.52054238,-1,,,09-03-2007,3718,1.981468531,-1,,,,,,,,
27-Mar-17,9045.2,-0.689503733,,2.538042277,-1,,,12-03-2007,3734.6001,1.972661009,-1,,,,,,,,
28-Mar-17,9100.8,0.614690665,,2.52253648,-1,,,13-03-2007,3770.55,1.953852886,-1,,,,,,,,
29-Mar-17,9143.8,0.472485935,,2.510673899,-1,,,14-03-2007,3641.1001,2.023317074,-1,,,,,,,,
30-Mar-17,9173.75,0.327544347,,2.502477177,-1,,,15-03-2007,3643.6001,2.021928806,-1,,,,,,,,
31-Mar-17,9173.75,0,,2.502477177,-1,,,16-03-2007,3608.55,2.041567943,-1,,,,,,,,
03-Apr-17,9237.85,0.698732797,,2.485112878,-1,,,19-03-2007,3678.8999,2.002527984,-1,,,,,,,,
05-Apr-17,9265.15,0.295523309,,2.47779043,-1,,,20-03-2007,3697.6001,1.992400422,-1,,,,,,,,
06-Apr-17,9261.95,-0.034538027,,2.478646505,-1,,,21-03-2007,3764.55,1.956966968,-1,,,,,,,,
07-Apr-17,9198.3,-0.687220294,,2.495798137,-1,,,22-03-2007,3875.8999,1.900745682,-1,,,,,,,,
10-Apr-17,9181.45,-0.183186024,,2.500378481,-1,,,23-03-2007,3861.05,1.908056099,-1,,,,,,,,
11-Apr-17,9237,0.605024261,,2.485341561,-1,,,26-03-2007,3819.95,1.928585453,-1,,,,,,,,
12-Apr-17,9203.45,-0.363213164,,2.494401556,-1,,,28-03-2007,3761.1001,1.958762012,-1,,,,,,,,
13-Apr-17,9150.8,-0.572068083,,2.508753333,-1,,,29-03-2007,3798.1001,1.939680315,-1,,,,,,,,
17-Apr-17,9139.3,-0.125672072,,2.511910103,-1,,,30-03-2007,3821.55,1.927777996,-1,,,,,,,,
18-Apr-17,9105.15,-0.373661002,,2.521331334,-1,,,02-04-2007,3633.6001,2.027493339,-1,,,,,,,,
19-Apr-17,9103.5,-0.018121612,,2.521788323,-1,,,03-04-2007,3690.6499,1.996152493,-1,,,,,,,,
20-Apr-17,9136.4,0.361399462,,2.512707412,-1,,,04-04-2007,3733.25,1.973374406,-1,,,,,,,,
21-Apr-17,9119.4,-0.186068911,,2.517391495,-1,,,05-04-2007,3752,1.963512793,-1,,,,,,,,
24-Apr-17,9217.95,1.080663202,,2.490477818,-1,,,09-04-2007,3843.5,1.91676857,-1,,,,,,,,
25-Apr-17,9306.6,0.961710576,,2.466754776,-1,,,10-04-2007,3848.1499,1.914452449,-1,,,,,,,,
26-Apr-17,9351.85,0.486214085,,2.4548191,-1,,,11-04-2007,3862.6499,1.907265787,-1,,,,,,,,
27-Apr-17,9342.15,-0.103722793,,2.457367951,-1,,,12-04-2007,3829.8501,1.923600091,-1,,,,,,,,
28-Apr-17,9304.05,-0.407829033,,2.46743085,-1,,,13-04-2007,3917.3501,1.880633544,-1,,,,,,,,
02-May-17,9313.8,0.104793074,,2.46484786,-1,,,16-04-2007,4013.3501,1.835648477,-1,,,,,,,,
03-May-17,9311.95,-0.019862999,,2.46533755,-1,,,17-04-2007,3984.95,1.84873085,-1,,,,,,,,
04-May-17,9359.9,0.514929741,,2.452707828,-1,,,18-04-2007,4011.6001,1.836449251,-1,,,,,,,,
05-May-17,9285.3,-0.797017062,,2.472413385,-1,,,19-04-2007,3997.6499,1.842857725,-1,,,,,,,,
08-May-17,9314.05,0.309629199,,2.464781701,-1,,,20-04-2007,4083.55,1.804092028,-1,,,,,,,,
09-May-17,9316.85,0.03006211,,2.464040958,-1,,,23-04-2007,4085.1001,1.803407461,-1,,,,,,,,
10-May-17,9407.3,0.970821683,,2.440349516,-1,,,24-04-2007,4141.7998,1.778719483,-1,,,,,,,,
11-May-17,9422.4,0.160513644,,2.436438699,-1,,,25-04-2007,4167.2998,1.767835374,-1,,,,,,,,
12-May-17,9400.9,-0.228179657,,2.442010871,-1,,,26-04-2007,4177.8501,1.76337107,-1,,,,,,,,
15-May-17,9445.4,0.473358934,,2.430505855,-1,,,27-04-2007,4083.5,1.804114118,-1,,,,,,,,
16-May-17,9512.25,0.707751922,,2.413424794,-1,,,30-04-2007,4087.8999,1.802172309,-1,,,,,,,,
17-May-17,9525.75,0.141922258,,2.410004462,-1,,,03-05-2007,4150.8501,1.774841255,-1,,,,,,,,
18-May-17,9429.45,-1.01094402,,2.434617077,-1,,,04-05-2007,4117.3501,1.789281898,-1,,,,,,,,
19-May-17,9427.9,-0.016437862,,2.435017342,-1,,,07-05-2007,4111.1499,1.79198039,-1,,,,,,,,
22-May-17,9438.25,0.109780545,,2.432347098,-1,,,08-05-2007,4077,1.806990434,-1,,,,,,,,
23-May-17,9386.15,-0.552009112,,2.445848404,-1,,,09-05-2007,4079.3,1.805971613,-1,,,,,,,,
24-May-17,9360.55,-0.272742285,,2.452537511,-1,,,10-05-2007,4066.8,1.811522573,-1,,,,,,,,
25-May-17,9509.75,1.593923434,,2.414059255,-1,,,11-05-2007,4076.6499,1.807145617,-1,,,,,,,,
26-May-17,9595.1,0.897499934,,2.392585799,-1,,,14-05-2007,4134.2998,1.781946244,-1,,,,,,,,
29-May-17,9604.9,0.102135465,,2.390144614,-1,,,15-05-2007,4120.2998,1.788000961,-1,,,,,,,,
30-May-17,9624.55,0.204583077,,2.385264766,-1,,,16-05-2007,4170.9502,1.766288171,-1,,,,,,,,
31-May-17,9621.25,-0.034287317,,2.386082889,-1,,,17-05-2007,4219.5498,1.745944556,-1,,,,,,,,
01-Jun-17,9616.1,-0.053527348,,2.38736078,-1,,,18-05-2007,4214.5,1.748036541,-1,,,,,,,,
02-Jun-17,9653.5,0.388931064,,2.378111566,-1,,,21-05-2007,4260.8999,1.729000956,-1,,,,,,,,
05-Jun-17,9675.1,0.223753043,,2.372802348,-1,,,22-05-2007,4278.1001,1.722049468,-1,,,,,,,,
06-Jun-17,9637.15,-0.392244008,,2.382146174,-1,,,23-05-2007,4246.2002,1.734986495,-1,,,,,,,,
07-Jun-17,9663.9,0.277571689,,2.375552313,-1,,,24-05-2007,4204.8999,1.752027438,-1,,,,,,,,
08-Jun-17,9647.25,-0.17229069,,2.379652233,-1,,,25-05-2007,4248.1499,1.734190218,-1,,,,,,,,
09-Jun-17,9668.25,0.217678613,,2.37448349,-1,,,28-05-2007,4256.5498,1.730767957,-1,,,,,,,,
12-Jun-17,9616.4,-0.53629147,,2.387286303,-1,,,29-05-2007,4293.25,1.715972748,-1,,,,,,,,
13-Jun-17,9606.9,-0.098789568,,2.389647025,-1,,,30-05-2007,4249.6499,1.7335781,-1,,,,,,,,
14-Jun-17,9618.15,0.117103332,,2.386851941,-1,,,31-05-2007,4295.7998,1.714954221,-1,,,,,,,,
15-Jun-17,9578.05,-0.416920094,,2.396844869,-1,,,01-06-2007,4297.0498,1.714455346,-1,,,,,,,,
16-Jun-17,9588.05,0.104405385,,2.394345044,-1,,,04-06-2007,4267.0498,1.726509027,-1,,,,,,,,
19-Jun-17,9657.55,0.724860634,,2.377114278,-1,,,05-06-2007,4284.6499,1.719417029,-1,,,,,,,,
20-Jun-17,9653.5,-0.041936102,,2.378111566,-1,,,06-06-2007,4198.25,1.754802596,-1,,,,,,,,
21-Jun-17,9633.6,-0.20614285,,2.383023999,-1,,,07-06-2007,4179.5,1.762674961,-1,,,,,,,,
22-Jun-17,9630,-0.037369208,,2.383914849,-1,,,08-06-2007,4145,1.7773462,-1,,,,,,,,
23-Jun-17,9574.95,-0.57165109,,2.397620875,-1,,,11-06-2007,4145.6001,1.777088919,-1,,,,,,,,
27-Jun-17,9511.4,-0.663711038,,2.413640474,-1,,,12-06-2007,4155.2002,1.772983165,-1,,,,,,,,
28-Jun-17,9491.25,-0.211851042,,2.418764652,-1,,,13-06-2007,4113.0498,1.791152638,-1,,,,,,,,
29-Jun-17,9504.1,0.135387857,,2.415494366,-1,,,14-06-2007,4170,1.766690647,-1,,,,,,,,
30-Jun-17,9520.9,0.176765817,,2.411232131,-1,,,15-06-2007,4171.4502,1.766076459,-1,,,,,,,,
03-Jul-17,9615,0.988351942,,2.387633905,-1,,,18-06-2007,4147.1001,1.776446148,-1,,,,,,,,
04-Jul-17,9613.3,-0.017680707,,2.388056131,-1,,,19-06-2007,4214.2998,1.748119581,-1,,,,,,,,
05-Jul-17,9637.6,0.252774802,,2.382034946,-1,,,20-06-2007,4248.6499,1.733986131,-1,,,,,,,,
06-Jul-17,9674.55,0.383394206,,2.372937243,-1,,,21-06-2007,4267.3999,1.726367384,-1,,,,,,,,
07-Jul-17,9665.8,-0.090443483,,2.375085352,-1,,,22-06-2007,4252.0498,1.732599651,-1,,,,,,,,
10-Jul-17,9771.05,1.088890728,,2.349501845,-1,,,25-06-2007,4259.3999,1.729609845,-1,,,,,,,,
11-Jul-17,9786.05,0.15351472,,2.345900542,-1,,,26-06-2007,4285.7002,1.71899565,-1,,,,,,,,
12-Jul-17,9816.1,0.307069757,,2.338719043,-1,,,27-06-2007,4263.9502,1.727764081,-1,,,,,,,,
13-Jul-17,9891.7,0.770163303,,2.320844749,-1,,,28-06-2007,4282,1.720481084,-1,,,,,,,,
14-Jul-17,9886.35,-0.054085749,,2.322100674,-1,,,29-06-2007,4318.2998,1.706018651,-1,,,,,,,,
17-Jul-17,9915.95,0.299402712,,2.315168995,-1,,,02-07-2007,4313.75,1.707818024,-1,,,,,,,,
18-Jul-17,9827.15,-0.895526904,,2.336089304,-1,,,03-07-2007,4357.5498,1.690651935,-1,,,,,,,,
19-Jul-17,9899.6,0.73724325,,2.318992687,-1,,,04-07-2007,4359.2998,1.689973238,-1,,,,,,,,
20-Jul-17,9873.3,-0.2656673,,2.325169903,-1,,,05-07-2007,4353.9502,1.69204967,-1,,,,,,,,
21-Jul-17,9915.25,0.424883271,,2.315332442,-1,,,06-07-2007,4384.8501,1.68012585,-1,,,,,,,,
24-Jul-17,9966.4,0.515872015,,2.303449591,-1,,,09-07-2007,4419.3999,1.666991032,-1,,,,,,,,
25-Jul-17,9964.55,-0.01856237,,2.303877245,-1,,,10-07-2007,4406.0498,1.672041927,-1,,,,,,,,
26-Jul-17,10020.65,0.56299582,,2.290979128,-1,,,11-07-2007,4387.1499,1.679245106,-1,,,,,,,,
27-Jul-17,10020.55,-0.000997939,,2.291001991,-1,,,12-07-2007,4446.1499,1.656961678,-1,,,,,,,,
28-Jul-17,10014.5,-0.060375927,,2.29238604,-1,,,13-07-2007,4504.5498,1.635479754,-1,,,,,,,,
31-Jul-17,10077.1,0.625093614,,2.278145498,-1,,,16-07-2007,4512.1499,1.632725012,-1,,,,,,,,
01-Aug-17,10114.65,0.372627045,,2.269688027,-1,,,17-07-2007,4496.75,1.638316562,-1,,,,,,,,
02-Aug-17,10081.5,-0.327742433,,2.277151218,-1,,,18-07-2007,4499.5498,1.637297136,-1,,,,,,,,
03-Aug-17,10013.65,-0.673014928,,2.292580627,-1,,,19-07-2007,4562.1001,1.61484839,-1,,,,,,,,
04-Aug-17,10066.4,0.526780944,,2.280567035,-1,,,20-07-2007,4566.0498,1.613451522,-1,,,,,,,,
07-Aug-17,10057.4,-0.089406342,,2.282607831,-1,,,23-07-2007,4619.3501,1.594834737,-1,,,,,,,,
08-Aug-17,9978.55,-0.783999841,,2.300644883,-1,,,24-07-2007,4620.75,1.594351566,-1,,,,,,,,
09-Aug-17,9908.05,-0.706515476,,2.317014952,-1,,,25-07-2007,4588.7002,1.605487323,-1,,,,,,,,
10-Aug-17,9820.25,-0.886148132,,2.33773071,-1,,,26-07-2007,4619.7998,1.594679492,-1,,,,,,,,
11-Aug-17,9710.8,-1.114533744,,2.36407917,-1,,,27-07-2007,4445.2002,1.657315682,-1,,,,,,,,
14-Aug-17,9794.15,0.858322692,,2.343960425,-1,,,30-07-2007,4440.0498,1.659238146,-1,,,,,,,,
16-Aug-17,9897.3,1.053179704,,2.319531589,-1,,,31-07-2007,4528.8501,1.626704315,-1,,,,,,,,
17-Aug-17,9904.15,0.069210795,,2.317927333,-1,,,01-08-2007,4345.8501,1.695203431,-1,,,,,,,,
18-Aug-17,9837.4,-0.673959906,,2.333655234,-1,,,02-08-2007,4356.3501,1.691117525,-1,,,,,,,,
21-Aug-17,9754.35,-0.844227133,,2.353524325,-1,,,03-08-2007,4401.5498,1.673751368,-1,,,,,,,,
22-Aug-17,9765.55,0.114820567,,2.350825094,-1,,,06-08-2007,4339.5,1.697684065,-1,,,,,,,,
23-Aug-17,9852.5,0.890374838,,2.33007866,-1,,,07-08-2007,4356.3501,1.691117525,-1,,,,,,,,
24-Aug-17,9857.05,0.046181172,,2.329003099,-1,,,08-08-2007,4462.1001,1.651038712,-1,,,,,,,,
28-Aug-17,9912.8,0.565585038,,2.315904689,-1,,,09-08-2007,4403.2002,1.673124016,-1,,,,,,,,
29-Aug-17,9796.05,-1.177770156,,2.343505801,-1,,,10-08-2007,4333.3501,1.700093422,-1,,,,,,,,
30-Aug-17,9884.4,0.901894131,,2.322558779,-1,,,13-08-2007,4373.6499,1.684428376,-1,,,,,,,,
31-Aug-17,9917.9,0.338917891,,2.3147138,-1,,,14-08-2007,4370.2002,1.685758012,-1,,,,,,,,
01-Sep-17,9974.4,0.569677049,,2.301602101,-1,,,16-08-2007,4178.6001,1.763054569,-1,,,,,,,,
04-Sep-17,9912.85,-0.617079724,,2.315893008,-1,,,17-08-2007,4108.0498,1.79333269,-1,,,,,,,,
05-Sep-17,9952.2,0.396959502,,2.306736199,-1,,,20-08-2007,4209.0498,1.750300032,-1,,,,,,,,
06-Sep-17,9916.2,-0.361729065,,2.315110627,-1,,,21-08-2007,4074.8999,1.807921711,-1,,,,,,,,
07-Sep-17,9929.9,0.138157762,,2.311916535,-1,,,22-08-2007,4153.1499,1.773858439,-1,,,,,,,,
08-Sep-17,9934.8,0.049345915,,2.310776261,-1,,,23-08-2007,4114.9502,1.790325433,-1,,,,,,,,
11-Sep-17,10006.05,0.717175987,,2.294321935,-1,,,24-08-2007,4190.1499,1.758194856,-1,,,,,,,,
12-Sep-17,10093.05,0.869473968,,2.274545355,-1,,,27-08-2007,4302.6001,1.71224372,-1,,,,,,,,
13-Sep-17,10079.3,-0.136232358,,2.277648249,-1,,,28-08-2007,4320.7002,1.705070859,-1,,,,,,,,
14-Sep-17,10086.6,0.072425664,,2.275999841,-1,,,29-08-2007,4359.2998,1.689973238,-1,,,,,,,,
15-Sep-17,10085.4,-0.011896972,,2.276270649,-1,,,30-08-2007,4412.2998,1.669673489,-1,,,,,,,,
18-Sep-17,10153.1,0.671267377,,2.261092671,-1,,,31-08-2007,4459.6001,1.651964265,-1,,,,,,,,
19-Sep-17,10147.55,-0.054663108,,2.262329331,-1,,,03-09-2007,4474.75,1.646371306,-1,,,,,,,,
20-Sep-17,10141.15,-0.063069411,,2.263757069,-1,,,04-09-2007,4479.25,1.644717308,-1,,,,,,,,
21-Sep-17,10121.9,-0.189820681,,2.26806232,-1,,,05-09-2007,4475.8501,1.645966651,-1,,,,,,,,
22-Sep-17,9964.4,-1.55603197,,2.303911926,-1,,,06-09-2007,4518.6001,1.630394334,-1,,,,,,,,
25-Sep-17,9872.6,-0.921279756,,2.325334765,-1,,,07-09-2007,4509.5,1.633684444,-1,,,,,,,,
26-Sep-17,9871.5,-0.011141948,,2.325593881,-1,,,10-09-2007,4507.8501,1.634282382,-1,,,,,,,,
27-Sep-17,9735.75,-1.375170947,,2.358020697,-1,,,11-09-2007,4497.0498,1.638207342,-1,,,,,,,,
28-Sep-17,9768.95,0.341011222,,2.35000691,-1,,,12-09-2007,4496.8501,1.638280093,-1,,,,,,,,
29-Sep-17,9788.6,0.201147513,,2.345289418,-1,,,13-09-2007,4528.9502,1.626668361,-1,,,,,,,,
03-Oct-17,9859.5,0.724311955,,2.328424362,-1,,,14-09-2007,4518,1.63061089,-1,,,,,,,,
04-Oct-17,9914.9,0.561894619,,2.315414175,-1,,,17-09-2007,4494.649902,1.639082055,-1,,,,,,,,
05-Oct-17,9888.7,-0.264248757,,2.321548839,-1,,,18-09-2007,4546.200195,1.620496169,-1,,,,,,,,
06-Oct-17,9979.7,0.920242297,,2.300379771,-1,,,19-09-2007,4732.350098,1.556752955,-1,,,,,,,,
09-Oct-17,9988.75,0.090684089,,2.298295583,-1,,,20-09-2007,4747.549805,1.551768871,-1,,,,,,,,
10-Oct-17,10016.95,0.282317607,,2.291825356,-1,,,21-09-2007,4837.549805,1.52289905,-1,,,,,,,,
11-Oct-17,9984.8,-0.32095598,,2.299204791,-1,,,24-09-2007,4932.200195,1.493674163,-1,,,,,,,,
12-Oct-17,10096.4,1.117698902,,2.273790658,-1,,,25-09-2007,4938.850098,1.491663009,-1,,,,,,,,
13-Oct-17,10167.45,0.703716176,,2.25790144,-1,,,26-09-2007,4940.5,1.491164862,-1,,,,,,,,
16-Oct-17,10230.85,0.623558513,,2.243909353,-1,,,27-09-2007,5000.549805,1.473257999,-1,,,,,,,,
17-Oct-17,10234.45,0.035187692,,2.24312005,-1,,,28-09-2007,5021.350098,1.467155218,-1,,,,,,,,
18-Oct-17,10210.85,-0.23059373,,2.2483045,-1,,,01-10-2007,5068.950195,1.453377863,-1,,,,,,,,
19-Oct-17,10146.55,-0.629722305,,2.262552296,-1,,,03-10-2007,5210.799805,1.413813671,-1,,,,,,,,
23-Oct-17,10184.85,0.377468203,,2.254043997,-1,,,04-10-2007,5208.649902,1.414397231,-1,,,,,,,,
24-Oct-17,10207.7,0.224352838,,2.248998305,-1,,,05-10-2007,5185.850098,1.420615687,-1,,,,,,,,
25-Oct-17,10295.35,0.858665517,,2.229851341,-1,,,08-10-2007,5085.100098,1.448762042,-1,,,,,,,,
26-Oct-17,10343.8,0.470600805,,2.219406794,-1,,,09-10-2007,5327.25,1.38290863,-1,,,,,,,,
27-Oct-17,10323.05,-0.20060326,,2.223867946,-1,,,10-10-2007,5441.450195,1.353885405,-1,,,,,,,,
30-Oct-17,10363.65,0.393294617,,2.215155857,-1,,,11-10-2007,5524.850098,1.333447943,-1,,,,,,,,
31-Oct-17,10335.3,-0.273552272,,2.221232088,-1,,,12-10-2007,5428.25,1.357177728,-1,,,,,,,,
01-Nov-17,10440.5,1.017870792,,2.19885063,-1,,,15-10-2007,5670.399902,1.299220536,-1,,,,,,,,
02-Nov-17,10423.8,-0.159954025,,2.202373415,-1,,,16-10-2007,5668.049805,1.299759221,-1,,,,,,,,
03-Nov-17,10452.5,0.275331453,,2.196326238,-1,,,17-10-2007,5559.299805,1.325184872,-1,,,,,,,,
06-Nov-17,10451.8,-0.006696962,,2.196473335,-1,,,18-10-2007,5351,1.376770697,-1,,,,,,,,
07-Nov-17,10350.15,-0.97255975,,2.218045149,-1,,,19-10-2007,5215.299805,1.412593767,-1,,,,,,,,
08-Nov-17,10303.15,-0.454099699,,2.228163232,-1,,,22-10-2007,5184,1.421122685,-1,,,,,,,,
09-Nov-17,10308.95,0.056293464,,2.226909627,-1,,,23-10-2007,5473.700195,1.34590857,-1,,,,,,,,
10-Nov-17,10321.75,0.124163955,,2.224148037,-1,,,24-10-2007,5496.149902,1.340411039,-1,,,,,,,,
13-Nov-17,10224.95,-0.937825466,,2.245204133,-1,,,25-10-2007,5568.950195,1.322888469,-1,,,,,,,,
14-Nov-17,10186.6,-0.375062959,,2.253656765,-1,,,26-10-2007,5702.299805,1.291952414,-1,,,,,,,,
15-Nov-17,10118.05,-0.672942886,,2.268925336,-1,,,29-10-2007,5905.899902,1.247413624,-1,,,,,,,,
16-Nov-17,10214.75,0.955717752,,2.247446095,-1,,,30-10-2007,5868.75,1.255309904,-1,,,,,,,,
17-Nov-17,10283.6,0.674025307,,2.23239916,-1,,,31-10-2007,5900.649902,1.248523488,-1,,,,,,,,
20-Nov-17,10298.75,0.14732195,,2.229115184,-1,,,01-11-2007,5866.450195,1.255802019,-1,,,,,,,,
21-Nov-17,10326.9,0.273334142,,2.22303886,-1,,,02-11-2007,5932.399902,1.241841434,-1,,,,,,,,
22-Nov-17,10342.3,0.1491251,,2.219728687,-1,,,05-11-2007,5847.299805,1.259914875,-1,,,,,,,,
23-Nov-17,10348.75,0.062365238,,2.218345211,-1,,,06-11-2007,5786.5,1.273153029,-1,,,,,,,,
24-Nov-17,10389.7,0.395699964,,2.209601817,-1,,,07-11-2007,5782.350098,1.274066751,-1,,,,,,,,
27-Nov-17,10399.55,0.094805432,,2.207508979,-1,,,08-11-2007,5698.75,1.292757184,-1,,,,,,,,
28-Nov-17,10370.25,-0.28174296,,2.213746052,-1,,,12-11-2007,5617.100098,1.311548641,-1,,,,,,,,
29-Nov-17,10361.3,-0.086304573,,2.215658267,-1,,,13-11-2007,5695.399902,1.293517598,-1,,,,,,,,
30-Nov-17,10226.55,-1.300512484,,2.244852858,-1,,,14-11-2007,5937.899902,1.240691174,-1,,,,,,,,
01-Dec-17,10121.8,-1.024294606,,2.268084728,-1,,,15-11-2007,5912.100098,1.246105424,-1,,,,,,,,
04-Dec-17,10127.75,0.058784011,,2.26675224,-1,,,16-11-2007,5906.850098,1.247212961,-1,,,,,,,,
05-Dec-17,10118.25,-0.093801683,,2.268880488,-1,,,19-11-2007,5907.649902,1.247044108,-1,,,,,,,,
06-Dec-17,10044.1,-0.732834235,,2.28563037,-1,,,20-11-2007,5780.899902,1.274386363,-1,,,,,,,,
07-Dec-17,10166.7,1.220617079,,2.258068006,-1,,,21-11-2007,5561.049805,1.324767851,-1,,,,,,,,
08-Dec-17,10265.65,0.973275497,,2.236302621,-1,,,22-11-2007,5519.350098,1.334776716,-1,,,,,,,,
11-Dec-17,10322.25,0.5513533,,2.224040301,-1,,,23-11-2007,5608.600098,1.313536332,-1,,,,,,,,
12-Dec-17,10240.15,-0.795369227,,2.241871457,-1,,,26-11-2007,5731.700195,1.285325427,-1,,,,,,,,
13-Dec-17,10192.95,-0.460930748,,2.252252783,-1,,,27-11-2007,5698.149902,1.29289333,-1,,,,,,,,
14-Dec-17,10252.1,0.580303053,,2.239258298,-1,,,28-11-2007,5617.549805,1.311443646,-1,,,,,,,,
15-Dec-17,10333.25,0.791545147,,2.221672755,-1,,,29-11-2007,5634.600098,1.30747522,-1,,,,,,,,
18-Dec-17,10388.75,0.537101106,,2.209803874,-1,,,30-11-2007,5762.75,1.278400069,-1,,,,,,,,
19-Dec-17,10463.2,0.716640597,,2.194080205,-1,,,03-12-2007,5865,1.256112532,-1,,,,,,,,
20-Dec-17,10444.2,-0.181588806,,2.198071657,-1,,,04-12-2007,5858.350098,1.257538364,-1,,,,,,,,
21-Dec-17,10440.3,-0.037341299,,2.198892752,-1,,,05-12-2007,5940,1.240252525,-1,,,,,,,,
22-Dec-17,10493,0.504774767,,2.187849042,-1,,,06-12-2007,5954.700195,1.23719075,-1,,,,,,,,
26-Dec-17,10531.5,0.366911274,,2.179850923,-1,,,07-12-2007,5974.299805,1.233131955,-1,,,,,,,,
27-Dec-17,10490.75,-0.386934435,,2.18831828,-1,,,10-12-2007,5960.600098,1.235966158,-1,,,,,,,,
28-Dec-17,10477.9,-0.122488859,,2.191002014,-1,,,11-12-2007,6097.25,1.208266022,-1,,,,,,,,
29-Dec-17,10530.7,0.50391777,,2.180016523,-1,,,12-12-2007,6159.299805,1.19609375,-1,,,,,,,,
